"Sample","Population.Year","pop","Year.Collected","GENOME_TERRITORY","MEAN_COVERAGE","SD_COVERAGE","MEDIAN_COVERAGE","MAD_COVERAGE","PCT_EXC_MAPQ","PCT_EXC_DUPE","PCT_EXC_UNPAIRED","PCT_EXC_BASEQ","PCT_EXC_OVERLAP","PCT_EXC_CAPPED","PCT_EXC_TOTAL","PCT_1X","PCT_5X","PCT_10X","PCT_15X","PCT_20X","PCT_25X","PCT_30X","PCT_40X","PCT_50X","PCT_60X","PCT_70X","PCT_80X","PCT_90X","PCT_100X","HET_SNP_SENSITIVITY","HET_SNP_Q"
"0451_PWS96","PWS96","PWS",1996,724810791,1.709443,2.226773,1,1,0.149574,0,0.001015,0.025433,0.168728,0.001421,0.346171,0.722478,0.057307,0.002845,0.00099,0.000508,0.000319,0.000227,0.000145,0.000104,8.3e-05,6.9e-05,5.9e-05,5.2e-05,4.6e-05,0.488741,3
"0452_PWS96","PWS96","PWS",1996,724810791,1.050756,1.664344,1,1,0.15113,0,0.001441,0.028009,0.130466,0.001395,0.312442,0.576383,0.015632,0.001028,0.000382,0.000204,0.000137,0.000102,6.9e-05,5.2e-05,4.3e-05,3.6e-05,3.2e-05,2.9e-05,2.6e-05,0.351897,2
"0453_PWS96","PWS96","PWS",1996,724810791,1.28435,1.89243,1,1,0.150097,0,0.001351,0.027897,0.139522,0.001297,0.320164,0.637436,0.027314,0.001633,0.000606,0.00032,0.00021,0.000151,9.8e-05,7.3e-05,5.9e-05,5.1e-05,4.5e-05,4e-05,3.5e-05,0.40348,2
"0454_PWS96","PWS96","PWS",1996,724810791,0.892939,1.475715,1,1,0.151295,0,0.002013,0.031794,0.083979,0.000933,0.270014,0.528839,0.009432,0.000703,0.000266,0.000145,9.9e-05,7.7e-05,5.7e-05,4.6e-05,3.9e-05,3.3e-05,2.9e-05,2.4e-05,2.1e-05,0.305389,2
"0455_PWS96","PWS96","PWS",1996,724810791,1.029459,1.620306,1,1,0.153244,0,0.001786,0.030506,0.093652,0.000991,0.280178,0.572928,0.014206,0.000907,0.000333,0.000183,0.000124,9.3e-05,6.4e-05,5.2e-05,4.3e-05,3.6e-05,3.2e-05,2.7e-05,2.4e-05,0.340692,2
"0456_PWS96","PWS96","PWS",1996,724810791,1.058067,1.646866,1,1,0.150559,0,0.001702,0.032489,0.090683,0.001213,0.276646,0.586749,0.013973,0.000921,0.000359,0.000207,0.000142,0.000109,7.3e-05,5.6e-05,4.4e-05,3.5e-05,3.1e-05,2.8e-05,2.6e-05,0.34574,2
"0457_SS17","SS17","SS",2017,724810791,0.739282,1.250817,0,0,0.150059,0,0.001808,0.033078,0.099537,0.000515,0.284998,0.474858,0.005196,0.000468,0.000194,0.000119,8.5e-05,6.4e-05,4.3e-05,3.2e-05,2.5e-05,2.1e-05,1.8e-05,1.5e-05,1.4e-05,0.267317,1
"0458_SS17","SS17","SS",2017,724810791,0.639472,1.159302,0,0,0.150696,0,0.0019,0.033276,0.092094,0.000532,0.278498,0.434175,0.003248,0.000329,0.000137,8.4e-05,6.3e-05,4.9e-05,3.6e-05,2.8e-05,2.3e-05,1.9e-05,1.6e-05,1.4e-05,1.2e-05,0.238952,1
"0459_SS17","SS17","SS",2017,724810791,0.59853,1.131426,0,0,0.147587,0,0.00231,0.034536,0.068091,0.00074,0.253263,0.405863,0.003499,0.000327,0.000141,8.5e-05,6.1e-05,4.7e-05,3.2e-05,2.4e-05,2e-05,1.7e-05,1.4e-05,1.2e-05,1.1e-05,0.218324,1
"0460_SS17","SS17","SS",2017,724810791,0.53334,1.035422,0,0,0.153209,0,0.001937,0.0323,0.105393,0.000842,0.293681,0.380018,0.002201,0.000236,1e-04,6.2e-05,4.6e-05,3.8e-05,2.8e-05,2.2e-05,1.8e-05,1.5e-05,1.3e-05,1.1e-05,9e-06,0.207445,1
"0461_SS17","SS17","SS",2017,724810791,0.627133,1.127862,0,0,0.152063,0,0.00201,0.033824,0.101091,0.00076,0.289749,0.427358,0.003108,0.00028,0.00012,7.7e-05,5.8e-05,4.9e-05,3.5e-05,2.6e-05,2.1e-05,1.7e-05,1.5e-05,1.3e-05,1.1e-05,0.235186,1
"0462_SS17","SS17","SS",2017,724810791,0.644203,1.172436,0,0,0.150278,0,0.002028,0.033533,0.088503,0.000519,0.274862,0.432844,0.003591,0.000331,0.000135,8.2e-05,6e-05,4.9e-05,3.9e-05,3.1e-05,2.5e-05,2.1e-05,1.7e-05,1.4e-05,1.2e-05,0.23759,1
"0463_SS17","SS17","SS",2017,724810791,0.789806,1.342262,0,0,0.147018,0,0.001843,0.032656,0.095014,0.000951,0.277481,0.491251,0.006608,0.000532,0.000209,0.000124,8.9e-05,7e-05,5.1e-05,4e-05,3.2e-05,2.5e-05,2.1e-05,1.8e-05,1.6e-05,0.281361,1
"0464_SS17","SS17","SS",2017,724810791,0.838975,1.396649,1,1,0.151783,0,0.001704,0.032195,0.103993,0.000958,0.290633,0.516596,0.006798,0.000579,0.000233,0.000138,9.8e-05,7.8e-05,5.3e-05,4e-05,3.2e-05,2.8e-05,2.4e-05,2.1e-05,1.9e-05,0.297028,2
"0465_SS06","SS06","SS",2006,724810791,0.991264,1.585778,1,1,0.157573,0,0.001452,0.029163,0.119419,0.001096,0.308704,0.570386,0.010714,0.000727,3e-04,0.000177,0.000124,9.4e-05,6.3e-05,4.7e-05,3.9e-05,3.4e-05,3e-05,2.8e-05,2.6e-05,0.339526,2
"0466_SS06","SS06","SS",2006,724810791,1.157124,1.699295,1,1,0.151993,0,0.00146,0.029421,0.109183,0.000978,0.293034,0.618772,0.016937,0.000974,0.000365,2e-04,0.000137,0.000104,7.2e-05,5.6e-05,4.7e-05,4e-05,3.5e-05,3.2e-05,2.9e-05,0.377034,2
"0467_SS06","SS06","SS",2006,724810791,1.300218,1.855358,1,1,0.156702,0,0.00145,0.028902,0.11295,0.001356,0.30136,0.654196,0.023787,0.001275,0.000486,0.000268,0.000177,0.000133,9.1e-05,7e-05,5.8e-05,5e-05,4.3e-05,3.7e-05,3.3e-05,0.410381,2
"0468_SS06","SS06","SS",2006,724810791,0.427473,0.89458,0,0,0.174547,0,0.001722,0.030817,0.120928,0.000712,0.328725,0.324472,0.001137,0.000141,7.1e-05,4.7e-05,3.8e-05,3.2e-05,2.5e-05,2e-05,1.6e-05,1.4e-05,1.1e-05,9e-06,7e-06,0.173592,1
"0469_SS06","SS06","SS",2006,724810791,0.908869,1.424975,1,1,0.161585,0,0.001731,0.030812,0.105434,0.000924,0.300485,0.544144,0.008375,0.000618,0.000237,0.000133,9.1e-05,6.8e-05,4.9e-05,3.8e-05,3.2e-05,2.8e-05,2.4e-05,2.2e-05,1.9e-05,0.317969,2
"0470_SS06","SS06","SS",2006,724810791,0.687492,1.222375,0,0,0.17377,0,0.001807,0.031221,0.11051,0.000584,0.317892,0.456671,0.00389,0.000363,0.000154,9.3e-05,6.7e-05,5.2e-05,3.8e-05,3.2e-05,2.8e-05,2.4e-05,2e-05,1.7e-05,1.5e-05,0.25775,1
"0471_SS06","SS06","SS",2006,724810791,0.696411,1.221315,0,0,0.179822,0,0.001452,0.029053,0.141207,0.000717,0.352251,0.456238,0.004734,0.000335,0.000136,8.5e-05,6.4e-05,5.3e-05,3.9e-05,3e-05,2.3e-05,1.9e-05,1.6e-05,1.5e-05,1.3e-05,0.263581,1
"0473_PWS17","PWS17","PWS",2017,724810791,0.811906,1.36615,1,1,0.147574,0,0.001724,0.031012,0.0996,0.000993,0.280902,0.507956,0.005983,0.000463,0.000178,0.000104,7.4e-05,6e-05,4.5e-05,3.6e-05,3.1e-05,2.7e-05,2.4e-05,2.1e-05,1.9e-05,0.29069,1
"0474_PWS17","PWS17","PWS",2017,724810791,0.596441,1.128269,0,0,0.147421,0,0.001923,0.031288,0.094254,0.000539,0.275425,0.410701,0.003,0.000315,0.000138,8.7e-05,6.3e-05,5e-05,3.4e-05,2.7e-05,2.2e-05,1.9e-05,1.6e-05,1.4e-05,1.2e-05,0.226076,1
"0475_PWS17","PWS17","PWS",2017,724810791,0.826862,1.333779,1,1,0.148645,0,0.001958,0.03168,0.084296,0.000436,0.267014,0.510861,0.006816,0.000576,0.000227,0.000133,9.4e-05,7.3e-05,4.9e-05,3.6e-05,2.8e-05,2.2e-05,1.9e-05,1.7e-05,1.5e-05,0.29052,1
"0476_PWS17","PWS17","PWS",2017,724810791,1.297149,1.834347,1,1,0.146664,0,0.001063,0.025647,0.163009,0.001155,0.337538,0.646597,0.025831,0.001498,0.000548,0.000284,0.000186,0.000138,8.9e-05,6.5e-05,5e-05,4.2e-05,3.6e-05,3.2e-05,2.8e-05,0.415314,2
"0477_PWS17","PWS17","PWS",2017,724810791,0.761037,1.362789,0,0,0.151792,0,0.001739,0.032346,0.104781,0.00186,0.292519,0.484913,0.005547,0.000503,0.000199,0.000112,7.9e-05,6.3e-05,4.5e-05,3.6e-05,3e-05,2.7e-05,2.4e-05,2.2e-05,2e-05,0.276059,1
"0478_PWS17","PWS17","PWS",2017,724810791,1.070822,1.597686,1,1,0.151234,0,0.001401,0.028322,0.129986,0.000846,0.311789,0.594474,0.013611,0.00086,0.000324,0.000178,0.000117,8.5e-05,5.8e-05,4.5e-05,3.8e-05,3.3e-05,2.9e-05,2.6e-05,2.4e-05,0.363038,2
"0479_PWS17","PWS17","PWS",2017,724810791,0.587636,1.097599,0,0,0.146374,0,0.001742,0.040064,0.097887,0.000997,0.287064,0.407103,0.002785,0.000291,0.000131,8.4e-05,5.9e-05,4.5e-05,3.3e-05,2.6e-05,2e-05,1.6e-05,1.4e-05,1.2e-05,1.1e-05,0.21902,1
"0480_PWS17","PWS17","PWS",2017,724810791,0.961748,1.510438,1,1,0.14522,0,0.00161,0.03009,0.111951,0.000948,0.289819,0.554481,0.010995,0.000774,0.000298,0.00016,0.000104,7.7e-05,5.1e-05,4e-05,3.4e-05,2.9e-05,2.5e-05,2.2e-05,2e-05,0.329635,2
"0481_SS96","SS96","SS",1996,724810791,1.032398,1.677095,1,1,0.156486,0,0.001396,0.028559,0.125646,0.001218,0.313305,0.578375,0.013094,0.001003,0.000397,0.000225,0.000151,0.000113,7.4e-05,5.6e-05,4.7e-05,4.1e-05,3.6e-05,3.3e-05,3e-05,0.349245,2
"0482_SS96","SS96","SS",1996,724810791,1.217422,1.864105,1,1,0.155211,0,0.001434,0.028631,0.123917,0.001314,0.310506,0.628962,0.020913,0.001407,0.000531,0.000293,0.000202,0.000157,0.000107,7.8e-05,6.1e-05,4.9e-05,4.3e-05,3.9e-05,3.5e-05,0.390523,2
"0483_SS96","SS96","SS",1996,724810791,1.108983,1.723649,1,1,0.152276,0,0.001523,0.02907,0.115606,0.001209,0.299684,0.600358,0.016023,0.001026,0.000398,0.000227,0.000157,0.00012,8.3e-05,6.4e-05,5.3e-05,4.4e-05,3.9e-05,3.4e-05,3e-05,0.365732,2
"0484_SS96","SS96","SS",1996,724810791,1.128627,1.76315,1,1,0.1521,0,0.00124,0.026334,0.143691,0.001464,0.324829,0.600702,0.018274,0.001284,0.00049,0.000249,0.000151,0.000106,7.1e-05,5.7e-05,4.8e-05,4.2e-05,3.8e-05,3.5e-05,3.2e-05,0.373666,2
"0485_SS96","SS96","SS",1996,724810791,1.230227,1.851838,1,1,0.150464,0,0.001481,0.029247,0.114278,0.002037,0.297507,0.626629,0.023317,0.001443,0.000525,0.000276,0.000177,0.00013,8.4e-05,6.3e-05,5.3e-05,4.5e-05,4e-05,3.6e-05,3.2e-05,0.388447,2
"0486_SS96","SS96","SS",1996,724810791,1.53942,2.168809,1,1,0.147623,0,0.001102,0.025958,0.153874,0.001973,0.33053,0.693472,0.042728,0.002229,0.000801,0.000417,0.000255,0.000178,0.000113,8.4e-05,6.8e-05,5.9e-05,5.3e-05,4.9e-05,4.6e-05,0.455773,3
"0487_SS96","SS96","SS",1996,724810791,1.015162,1.660241,1,1,0.15241,0,0.001464,0.028324,0.120914,0.001654,0.304766,0.570888,0.012829,0.000918,0.000362,0.000208,0.000143,0.000106,7e-05,5.3e-05,4.5e-05,3.9e-05,3.4e-05,3.1e-05,2.8e-05,0.344387,2
"0488_SS96","SS96","SS",1996,724810791,1.279414,1.927489,1,1,0.149406,0,0.001294,0.027356,0.138026,0.001939,0.318021,0.637103,0.02652,0.001517,0.00055,0.000296,0.000192,0.000142,9.2e-05,7e-05,6e-05,5.3e-05,4.7e-05,4.2e-05,3.7e-05,0.404002,2
"0489_TB06","TB06","TB",2006,724810791,1.246968,1.866883,1,1,0.158019,0,0.001236,0.028223,0.13382,0.002056,0.323354,0.647139,0.020033,0.000818,0.000311,0.000187,0.000136,0.000107,8.1e-05,6.7e-05,5.7e-05,5e-05,4.5e-05,4e-05,3.7e-05,0.404845,2
"0490_TB06","TB06","TB",2006,724810791,1.287167,1.902802,1,1,0.153149,0,0.001222,0.02802,0.135723,0.002434,0.320547,0.65363,0.022793,0.001,0.000361,0.000203,0.000139,0.000109,8.1e-05,6.7e-05,5.9e-05,5.3e-05,4.7e-05,4.2e-05,3.8e-05,0.411484,2
"0491_TB06","TB06","TB",2006,724810791,1.193289,1.810422,1,1,0.168917,0,0.001328,0.028398,0.128462,0.001583,0.328687,0.629549,0.01875,0.000891,0.000347,0.000197,0.000136,0.000106,7.8e-05,6.4e-05,5.4e-05,4.8e-05,4.3e-05,4e-05,3.7e-05,0.388653,2
"0492_TB06","TB06","TB",2006,724810791,0.958692,1.546351,1,1,0.15764,0,0.00134,0.028092,0.132266,0.001093,0.320431,0.56314,0.009133,0.000525,0.00022,0.000136,9.9e-05,8e-05,5.8e-05,4.7e-05,4.1e-05,3.7e-05,3.3e-05,2.9e-05,2.6e-05,0.338208,2
"0493_TB06","TB06","TB",2006,724810791,1.221621,1.782752,1,1,0.157157,0,0.001426,0.029163,0.121316,0.001445,0.310506,0.639089,0.019406,0.000833,0.000312,0.000182,0.00013,0.000103,7.4e-05,5.9e-05,4.9e-05,4.3e-05,3.9e-05,3.6e-05,3.3e-05,0.394767,2
"0494_TB06","TB06","TB",2006,724810791,1.231682,1.796409,1,1,0.14726,0,0.001355,0.028249,0.126997,0.001512,0.305373,0.639302,0.02055,0.000909,0.000334,0.000186,0.000131,0.000102,7.3e-05,5.8e-05,4.9e-05,4.3e-05,3.9e-05,3.5e-05,3.2e-05,0.396634,2
"0495_TB06","TB06","TB",2006,724810791,1.279052,1.847461,1,1,0.157876,0,0.001261,0.027668,0.130965,0.001486,0.319256,0.652926,0.022262,0.000978,0.000352,2e-04,0.00014,0.00011,8e-05,6.4e-05,5.3e-05,4.6e-05,4.2e-05,3.8e-05,3.5e-05,0.410664,2
"0496_TB06","TB06","TB",2006,724810791,1.058269,1.648606,1,1,0.160996,0,0.001479,0.030627,0.109158,0.001258,0.303518,0.593854,0.012659,0.000673,0.000263,0.000157,0.000115,9.3e-05,6.8e-05,5.5e-05,4.7e-05,4e-05,3.6e-05,3.3e-05,2.9e-05,0.356407,2
"0505_SS06","SS06","SS",2006,724810791,0.833269,1.390981,1,1,0.165787,0,0.001587,0.030291,0.111464,0.001068,0.310197,0.515815,0.006628,0.000496,0.000187,0.000109,7.7e-05,6.1e-05,4.6e-05,3.7e-05,3.2e-05,2.8e-05,2.5e-05,2.2e-05,2e-05,0.298743,2
"0506_SS06","SS06","SS",2006,724810791,0.870473,1.446339,1,1,0.153161,0,0.001608,0.032135,0.098597,0.00153,0.287031,0.529463,0.007293,0.000525,0.000212,0.000124,9.1e-05,7.2e-05,5.2e-05,4.2e-05,3.5e-05,2.9e-05,2.6e-05,2.3e-05,2.1e-05,0.304431,2
"0507_SS06","SS06","SS",2006,724810791,1.012589,1.537971,1,1,0.153144,0,0.001683,0.03047,0.098442,0.000908,0.284647,0.575363,0.011833,0.00079,0.000304,0.000173,0.000117,9e-05,5.9e-05,4.3e-05,3.4e-05,2.9e-05,2.6e-05,2.3e-05,2e-05,0.342015,2
"0508_SS06","SS06","SS",2006,724810791,0.879473,1.430532,1,1,0.157219,0,0.001427,0.028618,0.121582,0.000938,0.309783,0.535309,0.007199,0.000508,0.00021,0.000125,8.9e-05,7.1e-05,5.2e-05,4.3e-05,3.7e-05,3.2e-05,2.8e-05,2.5e-05,2.2e-05,0.315708,2
"0509_SS06","SS06","SS",2006,724810791,0.963037,1.517919,1,1,0.157849,0,0.001753,0.031122,0.08983,0.000907,0.28146,0.56032,0.010153,0.000712,0.000277,0.000157,0.000109,8.3e-05,5.5e-05,4.2e-05,3.5e-05,3e-05,2.6e-05,2.4e-05,2.2e-05,0.326944,2
"0510_SS06","SS06","SS",2006,724810791,1.018891,1.503328,1,1,0.157263,0,0.001541,0.02978,0.10956,0.000501,0.298645,0.580194,0.011517,0.000776,0.000303,0.000172,0.000117,8.8e-05,5.9e-05,4.6e-05,3.7e-05,3.1e-05,2.5e-05,2.2e-05,1.9e-05,0.346225,2
"0511_SS06","SS06","SS",2006,724810791,1.091802,1.651189,1,1,0.154636,0,0.001578,0.029641,0.101172,0.001279,0.288306,0.601672,0.014265,0.000856,0.000329,0.000185,0.000124,9.2e-05,6.5e-05,5.1e-05,4.3e-05,3.8e-05,3.3e-05,2.9e-05,2.7e-05,0.361091,2
"0512_SS06","SS06","SS",2006,724810791,0.943393,1.502862,1,1,0.158285,0,0.001789,0.031498,0.082943,0.001362,0.275876,0.555864,0.009306,0.000656,0.000257,0.000146,9.8e-05,7.4e-05,5.4e-05,4.4e-05,3.6e-05,3.1e-05,2.7e-05,2.4e-05,2.2e-05,0.321617,2
"0513_TB91","TB91","TB",1991,724810791,0.966948,1.575115,1,1,0.152845,0,0.001619,0.024338,0.110612,0.001423,0.290837,0.560817,0.010237,0.000606,0.000232,0.000136,9.9e-05,8.1e-05,5.9e-05,4.7e-05,3.9e-05,3.5e-05,3.2e-05,2.9e-05,2.6e-05,0.335462,2
"0514_TB91","TB91","TB",1991,724810791,1.103835,1.636693,1,1,0.149439,0,0.001725,0.024508,0.098141,0.001216,0.275031,0.601213,0.015614,0.000788,0.000273,0.000155,0.00011,8.8e-05,6.2e-05,4.9e-05,4.1e-05,3.6e-05,3.2e-05,2.9e-05,2.6e-05,0.366419,2
"0515_TB91","TB91","TB",1991,724810791,1.01283,1.580891,1,1,0.150699,0,0.001779,0.024162,0.099151,0.001237,0.277028,0.573812,0.012134,0.00071,0.000269,0.000154,0.000109,8.5e-05,6.1e-05,4.8e-05,4e-05,3.5e-05,3.1e-05,2.8e-05,2.5e-05,0.344452,2
"0516_TB91","TB91","TB",1991,724810791,0.822687,1.43124,1,1,0.153003,0,0.00185,0.024613,0.104193,0.001295,0.284954,0.512121,0.006104,0.000422,0.000171,0.000109,8.4e-05,7e-05,5.4e-05,4.4e-05,3.8e-05,3.2e-05,2.8e-05,2.5e-05,2.3e-05,0.297225,2
"0517_TB91","TB91","TB",1991,724810791,0.984295,1.584422,1,1,0.15283,0,0.001905,0.024899,0.095132,0.001104,0.275869,0.562877,0.011585,0.000742,0.000282,0.000159,0.000112,8.7e-05,6.4e-05,5e-05,4.2e-05,3.6e-05,3.1e-05,2.7e-05,2.4e-05,0.334686,2
"0518_TB91","TB91","TB",1991,724810791,1.147381,1.76877,1,1,0.148849,0,0.001591,0.023342,0.101075,0.001689,0.276547,0.610671,0.017801,0.001004,0.00037,0.000201,0.000135,0.000105,7.6e-05,6.3e-05,5.4e-05,4.8e-05,4.2e-05,3.7e-05,3.3e-05,0.374026,2
"0519_TB91","TB91","TB",1991,724810791,1.121334,1.719638,1,1,0.149723,0,0.00169,0.023857,0.103983,0.001463,0.280716,0.604698,0.016557,0.000833,0.000295,0.000159,0.000112,9.1e-05,7e-05,5.9e-05,5e-05,4.3e-05,3.8e-05,3.5e-05,3.2e-05,0.369378,2
"0520_TB91","TB91","TB",1991,724810791,0.980421,1.573471,1,1,0.149264,0,0.001707,0.025699,0.089252,0.001502,0.267425,0.563177,0.011025,0.000641,0.000243,0.000141,0.000102,8e-05,5.8e-05,4.6e-05,3.9e-05,3.5e-05,3.1e-05,2.8e-05,2.6e-05,0.331667,2
"0521_SS17","SS17","SS",2017,724810791,0.941942,1.515649,1,1,0.152702,0,0.001081,0.021293,0.161005,0.001049,0.33713,0.550665,0.010041,0.000679,0.00026,0.00015,0.000104,8.1e-05,5.7e-05,4.5e-05,3.7e-05,3.2e-05,2.8e-05,2.6e-05,2.3e-05,0.336765,2
"0522_SS17","SS17","SS",2017,724810791,0.929661,1.488361,1,1,0.147776,0,0.001231,0.021163,0.147239,0.000834,0.318243,0.539434,0.010945,0.000758,0.000282,0.000156,0.000109,8.4e-05,5.6e-05,4.4e-05,3.5e-05,3e-05,2.6e-05,2.3e-05,2e-05,0.330245,2
"0523_SS17","SS17","SS",2017,724810791,1.24031,1.756026,1,1,0.148878,0,0.001037,0.020272,0.160282,0.000986,0.331454,0.631834,0.02339,0.001403,0.000509,0.000261,0.000163,0.000117,7.4e-05,5.4e-05,4.4e-05,3.6e-05,3.2e-05,2.8e-05,2.6e-05,0.405845,2
"0524_SS17","SS17","SS",2017,724810791,0.880249,1.389325,1,1,0.148411,0,0.001164,0.020825,0.157815,0.000521,0.328736,0.525256,0.008993,0.00065,0.000244,0.000137,9.1e-05,7e-05,4.9e-05,3.8e-05,3.1e-05,2.6e-05,2.2e-05,1.8e-05,1.6e-05,0.319843,2
"0525_SS17","SS17","SS",2017,724810791,1.185828,1.718991,1,1,0.148336,0,0.001191,0.021462,0.153708,0.001004,0.325701,0.617471,0.020689,0.001273,0.000459,0.000238,0.000155,0.000113,7.4e-05,5.5e-05,4.5e-05,3.9e-05,3.4e-05,2.9e-05,2.5e-05,0.391951,2
"0526_SS17","SS17","SS",2017,724810791,1.097351,1.616995,1,1,0.14713,0,0.001278,0.021689,0.141973,0.000956,0.313025,0.591651,0.017211,0.001018,0.000379,0.000203,0.000133,9.9e-05,6.3e-05,4.7e-05,3.9e-05,3.3e-05,2.8e-05,2.5e-05,2.1e-05,0.36706,2
"0527_SS17","SS17","SS",2017,724810791,1.115475,1.664456,1,1,0.153534,0,0.001231,0.021978,0.145838,0.000837,0.323418,0.604009,0.016144,0.001083,0.000425,0.000233,0.000157,0.000115,7.3e-05,5.5e-05,4.5e-05,3.8e-05,3.4e-05,2.9e-05,2.5e-05,0.377897,2
"0528_SS17","SS17","SS",2017,724810791,1.212952,1.724101,1,1,0.147522,0,0.000986,0.020279,0.168737,0.000789,0.338313,0.627469,0.021249,0.001206,0.000436,0.000224,0.000144,0.000106,7.3e-05,5.7e-05,4.8e-05,4.1e-05,3.4e-05,2.9e-05,2.6e-05,0.402184,2
"0529_TB96","TB96","TB",1996,724810791,0.980564,1.624445,1,1,0.160141,0,0.00149,0.023604,0.123751,0.001372,0.310358,0.565268,0.010885,0.000644,0.000243,0.000145,0.000108,8.8e-05,6.6e-05,5.4e-05,4.6e-05,4e-05,3.6e-05,3.3e-05,3e-05,0.339844,2
"0530_TB96","TB96","TB",1996,724810791,0.933921,1.49862,1,1,0.159211,0,0.001586,0.023813,0.117365,0.00081,0.302785,0.551993,0.008978,0.000571,0.000229,0.000138,0.000101,8.3e-05,6.3e-05,5.1e-05,4.3e-05,3.6e-05,3.1e-05,2.6e-05,2.3e-05,0.330521,2
"0531_TB96","TB96","TB",1996,724810791,1.024627,1.583807,1,1,0.160662,0,0.001651,0.024213,0.10526,0.000958,0.292743,0.579881,0.012219,0.000656,0.000239,0.000138,0.000103,8.4e-05,6.2e-05,4.9e-05,4.1e-05,3.5e-05,3.2e-05,2.8e-05,2.6e-05,0.347572,2
"0532_TB96","TB96","TB",1996,724810791,0.741396,1.32722,0,0,0.174758,0,0.001384,0.021955,0.148238,0.000699,0.347034,0.480432,0.004547,0.000334,0.000152,9.6e-05,7.4e-05,6.2e-05,4.8e-05,3.9e-05,3.3e-05,2.9e-05,2.5e-05,2.2e-05,1.9e-05,0.284756,1
"0533_TB96","TB96","TB",1996,724810791,0.824887,1.421541,1,1,0.157634,0,0.001847,0.024669,0.096657,0.000969,0.281776,0.511513,0.006413,0.000449,0.000183,0.000118,9.1e-05,7.6e-05,5.6e-05,4.4e-05,3.7e-05,3.2e-05,2.9e-05,2.5e-05,2.1e-05,0.296715,2
"0534_TB96","TB96","TB",1996,724810791,1.022464,1.609544,1,1,0.157935,0,0.001472,0.022696,0.112351,0.001253,0.295706,0.579595,0.01201,0.000659,0.000246,0.000148,0.000108,8.8e-05,6.6e-05,5.4e-05,4.6e-05,4e-05,3.4e-05,3.1e-05,2.7e-05,0.353163,2
"0535_TB96","TB96","TB",1996,724810791,0.982103,1.601966,1,1,0.159133,0,0.001618,0.023268,0.11613,0.001294,0.301443,0.565759,0.010876,0.00062,0.000237,0.000142,0.000105,8.5e-05,6.3e-05,5.1e-05,4.2e-05,3.7e-05,3.3e-05,3e-05,2.8e-05,0.342556,2
"0536_TB96","TB96","TB",1996,724810791,0.939635,1.569654,1,1,0.154127,0,0.001762,0.025128,0.092364,0.001425,0.274807,0.550863,0.009665,0.000566,0.000214,0.000131,9.9e-05,8.1e-05,6.2e-05,5.1e-05,4.3e-05,3.8e-05,3.5e-05,3.1e-05,2.8e-05,0.324357,2
"0537_TB96","TB96","TB",1996,724810791,0.703078,1.276129,0,0,0.167784,0,0.001537,0.023548,0.131456,0.000609,0.324935,0.463799,0.003963,0.000317,0.000141,9.3e-05,7.1e-05,6e-05,4.6e-05,3.7e-05,3.1e-05,2.7e-05,2.3e-05,2e-05,1.8e-05,0.268793,1
"0538_TB96","TB96","TB",1996,724810791,0.937564,1.564708,1,1,0.163637,0,0.001529,0.023395,0.121046,0.001228,0.310835,0.551155,0.009528,0.000558,0.000219,0.000133,9.7e-05,8.1e-05,6.3e-05,5.1e-05,4.2e-05,3.7e-05,3.3e-05,3e-05,2.7e-05,0.332037,2
"0539_TB96","TB96","TB",1996,724810791,1.186027,1.797829,1,1,0.154429,0,0.001625,0.023611,0.105396,0.00169,0.286752,0.61914,0.020374,0.001019,0.000348,0.00019,0.000131,0.000101,7.6e-05,6.3e-05,5.3e-05,4.7e-05,4.2e-05,3.7e-05,3.4e-05,0.383371,2
"0540_TB96","TB96","TB",1996,724810791,0.780123,1.396221,0,0,0.159934,0,0.001596,0.023445,0.115552,0.000841,0.301368,0.492657,0.005682,0.000427,0.000174,0.000107,8.1e-05,6.7e-05,5.3e-05,4.3e-05,3.5e-05,3.1e-05,2.7e-05,2.5e-05,2.2e-05,0.288674,1
"0541_TB96","TB96","TB",1996,724810791,0.843285,1.446019,1,1,0.161865,0,0.001699,0.025517,0.116109,0.000974,0.306164,0.517921,0.006943,0.000455,0.000187,0.00012,9.2e-05,7.5e-05,5.8e-05,4.5e-05,3.7e-05,3.2e-05,2.9e-05,2.6e-05,2.3e-05,0.303656,2
"0542_TB96","TB96","TB",1996,724810791,0.904996,1.520194,1,1,0.159929,0,0.001691,0.024196,0.105434,0.001068,0.292317,0.539895,0.008587,0.000549,0.000205,0.00012,9.1e-05,7.5e-05,5.7e-05,4.7e-05,3.9e-05,3.5e-05,3.1e-05,2.8e-05,2.6e-05,0.318355,2
"0543_TB96","TB96","TB",1996,724810791,0.642375,1.240366,0,0,0.168981,0,0.00157,0.030097,0.118315,0.000776,0.319739,0.436633,0.003006,0.000259,0.000121,8.2e-05,6.6e-05,5.6e-05,4.4e-05,3.6e-05,3.1e-05,2.6e-05,2.3e-05,2e-05,1.8e-05,0.242481,1
"0544_TB96","TB96","TB",1996,724810791,0.796939,1.420381,1,1,0.169119,0,0.001389,0.022861,0.140676,0.00097,0.335014,0.503987,0.005292,0.000356,0.00016,0.000108,8.3e-05,7e-05,5.3e-05,4.4e-05,3.8e-05,3.4e-05,3e-05,2.7e-05,2.4e-05,0.298789,2
