chrom,start,end
268,chr1,26800000,26900000
269,chr1,26900000,27000000
270,chr1,27000000,27100000
271,chr1,27100000,27200000
272,chr1,27200000,27300000
273,chr1,27300000,27400000
274,chr1,27400000,27500000
275,chr1,27500000,27600000
276,chr1,27600000,27700000
277,chr1,27700000,27800000
278,chr1,27800000,27900000
279,chr1,27900000,28000000
280,chr1,28000000,28100000
281,chr1,28100000,28200000
282,chr1,28200000,28300000
283,chr1,28300000,28400000
284,chr1,28400000,28500000
285,chr1,28500000,28600000
286,chr1,28600000,28700000
287,chr1,28700000,28800000
288,chr1,28800000,28900000
289,chr1,28900000,29000000
290,chr1,29000000,29100000
291,chr1,29100000,29200000
292,chr1,29200000,29300000
293,chr1,29300000,29400000
294,chr1,29400000,29500000
295,chr1,29500000,29600000
296,chr1,29600000,29700000
297,chr1,29700000,29800000
298,chr1,29800000,29900000
299,chr1,29900000,30000000
300,chr1,30000000,30100000
301,chr1,30100000,30200000
302,chr1,30200000,30300000
303,chr1,30300000,30400000
304,chr1,30400000,30500000
305,chr1,30500000,30600000
306,chr1,30600000,30700000
307,chr1,30700000,30800000
308,chr1,30800000,30900000
309,chr1,30900000,31000000
310,chr1,31000000,31100000
311,chr1,31100000,31200000
312,chr1,31200000,31300000
313,chr1,31300000,31400000
314,chr1,31400000,31500000
315,chr1,31500000,31600000
316,chr1,31600000,31700000
317,chr1,31700000,31800000
318,chr1,31800000,31900000
319,chr1,31900000,32000000
320,chr1,32000000,32100000
321,chr1,32100000,32200000
322,chr1,32200000,32300000
323,chr1,32300000,32400000
324,chr1,32400000,32500000
325,chr1,32500000,32600000
326,chr1,32600000,32700000
327,chr1,32700000,32800000
328,chr1,32800000,32900000
329,chr1,32900000,33000000
330,chr2,0,100000
331,chr2,100000,200000
332,chr2,200000,300000
333,chr2,300000,400000
334,chr2,400000,500000
335,chr2,500000,600000
336,chr2,600000,700000
337,chr2,700000,800000
338,chr2,800000,900000
339,chr2,900000,1000000
340,chr2,1000000,1100000
341,chr2,1100000,1200000
342,chr2,1200000,1300000
343,chr2,1300000,1400000
344,chr2,1400000,1500000
345,chr2,1500000,1600000
346,chr2,1600000,1700000
347,chr2,1700000,1800000
348,chr2,1800000,1900000
349,chr2,1900000,2000000
350,chr2,2000000,2100000
351,chr2,2100000,2200000
352,chr2,2200000,2300000
353,chr2,2300000,2400000
354,chr2,2400000,2500000
355,chr2,2500000,2600000
356,chr2,2600000,2700000
357,chr2,2700000,2800000
358,chr2,2800000,2900000
359,chr2,2900000,3000000
360,chr2,3000000,3100000
361,chr2,3100000,3200000
362,chr2,3200000,3300000
363,chr2,3300000,3400000
364,chr2,3400000,3500000
365,chr2,3500000,3600000
366,chr2,3600000,3700000
367,chr2,3700000,3800000
368,chr2,3800000,3900000
369,chr2,3900000,4000000
370,chr2,4000000,4100000
371,chr2,4100000,4200000
372,chr2,4200000,4300000
373,chr2,4300000,4400000
374,chr2,4400000,4500000
375,chr2,4500000,4600000
376,chr2,4600000,4700000
377,chr2,4700000,4800000
378,chr2,4800000,4900000
379,chr2,4900000,5000000
380,chr2,5000000,5100000
381,chr2,5100000,5200000
382,chr2,5200000,5300000
383,chr2,5300000,5400000
384,chr2,5400000,5500000
385,chr2,5500000,5600000
386,chr2,5600000,5700000
387,chr2,5700000,5800000
388,chr2,5800000,5900000
389,chr2,5900000,6000000
390,chr2,6000000,6100000
391,chr2,6100000,6200000
392,chr2,6200000,6300000
393,chr2,6300000,6400000
394,chr2,6400000,6500000
395,chr2,6500000,6600000
396,chr2,6600000,6700000
397,chr2,6700000,6800000
398,chr2,6800000,6900000
399,chr2,6900000,7000000
400,chr2,7000000,7100000
401,chr2,7100000,7200000
402,chr2,7200000,7300000
403,chr2,7300000,7400000
404,chr2,7400000,7500000
405,chr2,7500000,7600000
406,chr2,7600000,7700000
407,chr2,7700000,7800000
408,chr2,7800000,7900000
409,chr2,7900000,8000000
410,chr2,8000000,8100000
411,chr2,8100000,8200000
412,chr2,8200000,8300000
413,chr2,8300000,8400000
414,chr2,8400000,8500000
415,chr2,8500000,8600000
416,chr2,8600000,8700000
417,chr2,8700000,8800000
418,chr2,8800000,8900000
419,chr2,8900000,9000000
420,chr2,9000000,9100000
421,chr2,9100000,9200000
422,chr2,9200000,9300000
423,chr2,9300000,9400000
424,chr2,9400000,9500000
425,chr2,9500000,9600000
426,chr2,9600000,9700000
427,chr2,9700000,9800000
428,chr2,9800000,9900000
429,chr2,9900000,10000000
430,chr2,10000000,10100000
431,chr2,10100000,10200000
432,chr2,10200000,10300000
433,chr2,10300000,10400000
434,chr2,10400000,10500000
435,chr2,10500000,10600000
436,chr2,10600000,10700000
437,chr2,10700000,10800000
438,chr2,10800000,10900000
439,chr2,10900000,11000000
440,chr2,11000000,11100000
441,chr2,11100000,11200000
442,chr2,11200000,11300000
443,chr2,11300000,11400000
444,chr2,11400000,11500000
445,chr2,11500000,11600000
446,chr2,11600000,11700000
447,chr2,11700000,11800000
448,chr2,11800000,11900000
449,chr2,11900000,12000000
450,chr2,12000000,12100000
451,chr2,12100000,12200000
452,chr2,12200000,12300000
453,chr2,12300000,12400000
454,chr2,12400000,12500000
455,chr2,12500000,12600000
456,chr2,12600000,12700000
457,chr2,12700000,12800000
458,chr2,12800000,12900000
459,chr2,12900000,13000000
460,chr2,13000000,13100000
461,chr2,13100000,13200000
462,chr2,13200000,13300000
463,chr2,13300000,13400000
464,chr2,13400000,13500000
465,chr2,13500000,13600000
466,chr2,13600000,13700000
467,chr2,13700000,13800000
468,chr2,13800000,13900000
469,chr2,13900000,14000000
470,chr2,14000000,14100000
471,chr2,14100000,14200000
472,chr2,14200000,14300000
473,chr2,14300000,14400000
474,chr2,14400000,14500000
475,chr2,14500000,14600000
476,chr2,14600000,14700000
477,chr2,14700000,14800000
478,chr2,14800000,14900000
479,chr2,14900000,15000000
480,chr2,15000000,15100000
481,chr2,15100000,15200000
482,chr2,15200000,15300000
483,chr2,15300000,15400000
484,chr2,15400000,15500000
485,chr2,15500000,15600000
486,chr2,15600000,15700000
487,chr2,15700000,15800000
488,chr2,15800000,15900000
489,chr2,15900000,16000000
490,chr2,16000000,16100000
491,chr2,16100000,16200000
492,chr2,16200000,16300000
493,chr2,16300000,16400000
494,chr2,16400000,16500000
495,chr2,16500000,16600000
496,chr2,16600000,16700000
497,chr2,16700000,16800000
498,chr2,16800000,16900000
499,chr2,16900000,17000000
500,chr2,17000000,17100000
501,chr2,17100000,17200000
502,chr2,17200000,17300000
503,chr2,17300000,17400000
504,chr2,17400000,17500000
505,chr2,17500000,17600000
506,chr2,17600000,17700000
507,chr2,17700000,17800000
508,chr2,17800000,17900000
509,chr2,17900000,18000000
510,chr2,18000000,18100000
511,chr2,18100000,18200000
512,chr2,18200000,18300000
513,chr2,18300000,18400000
514,chr2,18400000,18500000
515,chr2,18500000,18600000
516,chr2,18600000,18700000
517,chr2,18700000,18800000
518,chr2,18800000,18900000
519,chr2,18900000,19000000
520,chr2,19000000,19100000
521,chr2,19100000,19200000
522,chr2,19200000,19300000
523,chr2,19300000,19400000
524,chr2,19400000,19500000
525,chr2,19500000,19600000
526,chr2,19600000,19700000
527,chr2,19700000,19800000
528,chr2,19800000,19900000
529,chr2,19900000,20000000
530,chr2,20000000,20100000
531,chr2,20100000,20200000
532,chr2,20200000,20300000
533,chr2,20300000,20400000
534,chr2,20400000,20500000
535,chr2,20500000,20600000
536,chr2,20600000,20700000
537,chr2,20700000,20800000
538,chr2,20800000,20900000
539,chr2,20900000,21000000
540,chr2,21000000,21100000
541,chr2,21100000,21200000
542,chr2,21200000,21300000
543,chr2,21300000,21400000
544,chr2,21400000,21500000
545,chr2,21500000,21600000
546,chr2,21600000,21700000
547,chr2,21700000,21800000
548,chr2,21800000,21900000
549,chr2,21900000,22000000
550,chr2,22000000,22100000
551,chr2,22100000,22200000
552,chr2,22200000,22300000
553,chr2,22300000,22400000
554,chr2,22400000,22500000
555,chr2,22500000,22600000
556,chr2,22600000,22700000
557,chr2,22700000,22800000
558,chr2,22800000,22900000
559,chr2,22900000,23000000
560,chr2,23000000,23100000
561,chr2,23100000,23200000
562,chr2,23200000,23300000
563,chr2,23300000,23400000
564,chr2,23400000,23500000
565,chr2,23500000,23600000
566,chr2,23600000,23700000
567,chr2,23700000,23800000
568,chr2,23800000,23900000
569,chr2,23900000,24000000
570,chr2,24000000,24100000
571,chr2,24100000,24200000
572,chr2,24200000,24300000
573,chr2,24300000,24400000
574,chr2,24400000,24500000
575,chr2,24500000,24600000
576,chr2,24600000,24700000
577,chr2,24700000,24800000
578,chr2,24800000,24900000
579,chr2,24900000,25000000
580,chr2,25000000,25100000
581,chr2,25100000,25200000
582,chr2,25200000,25300000
583,chr2,25300000,25400000
584,chr2,25400000,25500000
585,chr2,25500000,25600000
586,chr2,25600000,25700000
587,chr2,25700000,25800000
588,chr2,25800000,25900000
589,chr2,25900000,26000000
590,chr2,26000000,26100000
591,chr2,26100000,26200000
592,chr2,26200000,26300000
593,chr2,26300000,26400000
594,chr2,26400000,26500000
595,chr2,26500000,26600000
596,chr2,26600000,26700000
597,chr2,26700000,26800000
598,chr2,26800000,26900000
599,chr2,26900000,27000000
600,chr2,27000000,27100000
601,chr2,27100000,27200000
602,chr2,27200000,27300000
603,chr2,27300000,27400000
604,chr2,27400000,27500000
605,chr2,27500000,27600000
606,chr2,27600000,27700000
607,chr2,27700000,27800000
608,chr2,27800000,27900000
609,chr2,27900000,28000000
610,chr2,28000000,28100000
611,chr2,28100000,28200000
612,chr2,28200000,28300000
613,chr2,28300000,28400000
614,chr2,28400000,28500000
615,chr2,28500000,28600000
616,chr2,28600000,28700000
617,chr2,28700000,28800000
618,chr2,28800000,28900000
619,chr2,28900000,29000000
620,chr2,29000000,29100000
621,chr2,29100000,29200000
622,chr2,29200000,29300000
623,chr2,29300000,29400000
624,chr2,29400000,29500000
625,chr2,29500000,29600000
626,chr2,29600000,29700000
627,chr2,29700000,29800000
628,chr2,29800000,29900000
629,chr2,29900000,30000000
630,chr2,30000000,30100000
631,chr2,30100000,30200000
632,chr2,30200000,30300000
633,chr2,30300000,30400000
634,chr2,30400000,30500000
635,chr2,30500000,30600000
636,chr2,30600000,30700000
637,chr2,30700000,30800000
638,chr2,30800000,30900000
639,chr2,30900000,31000000
640,chr2,31000000,31100000
641,chr2,31100000,31200000
642,chr2,31200000,31300000
643,chr2,31300000,31400000
644,chr2,31400000,31500000
645,chr2,31500000,31600000
646,chr2,31600000,31700000
647,chr2,31700000,31800000
648,chr2,31800000,31900000
649,chr2,31900000,32000000
650,chr2,32000000,32100000
651,chr2,32100000,32200000
652,chr2,32200000,32300000
653,chr2,32300000,32400000
654,chr2,32400000,32500000
655,chr2,32500000,32600000
656,chr2,32600000,32700000
657,chr2,32700000,32800000
658,chr2,32800000,32900000
659,chr2,32900000,33000000
660,chr3,0,100000
661,chr3,100000,200000
662,chr3,200000,300000
663,chr3,300000,400000
664,chr3,400000,500000
665,chr3,500000,600000
666,chr3,600000,700000
667,chr3,700000,800000
668,chr3,800000,900000
669,chr3,900000,1000000
670,chr3,1000000,1100000
671,chr3,1100000,1200000
672,chr3,1200000,1300000
673,chr3,1300000,1400000
674,chr3,1400000,1500000
675,chr3,1500000,1600000
676,chr3,1600000,1700000
677,chr3,1700000,1800000
678,chr3,1800000,1900000
679,chr3,1900000,2000000
680,chr3,2000000,2100000
681,chr3,2100000,2200000
682,chr3,2200000,2300000
683,chr3,2300000,2400000
684,chr3,2400000,2500000
685,chr3,2500000,2600000
686,chr3,2600000,2700000
687,chr3,2700000,2800000
688,chr3,2800000,2900000
689,chr3,2900000,3000000
690,chr3,3000000,3100000
691,chr3,3100000,3200000
692,chr3,3200000,3300000
693,chr3,3300000,3400000
694,chr3,3400000,3500000
695,chr3,3500000,3600000
696,chr3,3600000,3700000
697,chr3,3700000,3800000
698,chr3,3800000,3900000
699,chr3,3900000,4000000
700,chr3,4000000,4100000
701,chr3,4100000,4200000
702,chr3,4200000,4300000
703,chr3,4300000,4400000
704,chr3,4400000,4500000
705,chr3,4500000,4600000
706,chr3,4600000,4700000
707,chr3,4700000,4800000
708,chr3,4800000,4900000
709,chr3,4900000,5000000
710,chr3,5000000,5100000
711,chr3,5100000,5200000
712,chr3,5200000,5300000
713,chr3,5300000,5400000
714,chr3,5400000,5500000
715,chr3,5500000,5600000
716,chr3,5600000,5700000
717,chr3,5700000,5800000
718,chr3,5800000,5900000
719,chr3,5900000,6000000
720,chr3,6000000,6100000
721,chr3,6100000,6200000
722,chr3,6200000,6300000
723,chr3,6300000,6400000
724,chr3,6400000,6500000
725,chr3,6500000,6600000
726,chr3,6600000,6700000
727,chr3,6700000,6800000
728,chr3,6800000,6900000
729,chr3,6900000,7000000
730,chr3,7000000,7100000
731,chr3,7100000,7200000
732,chr3,7200000,7300000
733,chr3,7300000,7400000
734,chr3,7400000,7500000
735,chr3,7500000,7600000
736,chr3,7600000,7700000
737,chr3,7700000,7800000
738,chr3,7800000,7900000
739,chr3,7900000,8000000
740,chr3,8000000,8100000
741,chr3,8100000,8200000
742,chr3,8200000,8300000
743,chr3,8300000,8400000
744,chr3,8400000,8500000
745,chr3,8500000,8600000
746,chr3,8600000,8700000
747,chr3,8700000,8800000
748,chr3,8800000,8900000
749,chr3,8900000,9000000
750,chr3,9000000,9100000
751,chr3,9100000,9200000
752,chr3,9200000,9300000
753,chr3,9300000,9400000
754,chr3,9400000,9500000
755,chr3,9500000,9600000
756,chr3,9600000,9700000
757,chr3,9700000,9800000
758,chr3,9800000,9900000
759,chr3,9900000,10000000
760,chr3,10000000,10100000
761,chr3,10100000,10200000
762,chr3,10200000,10300000
763,chr3,10300000,10400000
764,chr3,10400000,10500000
765,chr3,10500000,10600000
766,chr3,10600000,10700000
767,chr3,10700000,10800000
768,chr3,10800000,10900000
769,chr3,10900000,11000000
770,chr3,11000000,11100000
771,chr3,11100000,11200000
772,chr3,11200000,11300000
773,chr3,11300000,11400000
774,chr3,11400000,11500000
775,chr3,11500000,11600000
776,chr3,11600000,11700000
777,chr3,11700000,11800000
778,chr3,11800000,11900000
779,chr3,11900000,12000000
780,chr3,12000000,12100000
781,chr3,12100000,12200000
782,chr3,12200000,12300000
783,chr3,12300000,12400000
784,chr3,12400000,12500000
785,chr3,12500000,12600000
786,chr3,12600000,12700000
787,chr3,12700000,12800000
788,chr3,12800000,12900000
789,chr3,12900000,13000000
790,chr3,13000000,13100000
791,chr3,13100000,13200000
792,chr3,13200000,13300000
793,chr3,13300000,13400000
794,chr3,13400000,13500000
795,chr3,13500000,13600000
796,chr3,13600000,13700000
797,chr3,13700000,13800000
798,chr3,13800000,13900000
799,chr3,13900000,14000000
800,chr3,14000000,14100000
801,chr3,14100000,14200000
802,chr3,14200000,14300000
803,chr3,14300000,14400000
804,chr3,14400000,14500000
805,chr3,14500000,14600000
806,chr3,14600000,14700000
807,chr3,14700000,14800000
808,chr3,14800000,14900000
809,chr3,14900000,15000000
810,chr3,15000000,15100000
811,chr3,15100000,15200000
812,chr3,15200000,15300000
813,chr3,15300000,15400000
814,chr3,15400000,15500000
815,chr3,15500000,15600000
816,chr3,15600000,15700000
817,chr3,15700000,15800000
818,chr3,15800000,15900000
819,chr3,15900000,16000000
820,chr3,16000000,16100000
821,chr3,16100000,16200000
822,chr3,16200000,16300000
823,chr3,16300000,16400000
824,chr3,16400000,16500000
825,chr3,16500000,16600000
826,chr3,16600000,16700000
827,chr3,16700000,16800000
828,chr3,16800000,16900000
829,chr3,16900000,17000000
830,chr3,17000000,17100000
831,chr3,17100000,17200000
832,chr3,17200000,17300000
833,chr3,17300000,17400000
834,chr3,17400000,17500000
835,chr3,17500000,17600000
836,chr3,17600000,17700000
837,chr3,17700000,17800000
838,chr3,17800000,17900000
839,chr3,17900000,18000000
840,chr3,18000000,18100000
841,chr3,18100000,18200000
842,chr3,18200000,18300000
843,chr3,18300000,18400000
844,chr3,18400000,18500000
845,chr3,18500000,18600000
846,chr3,18600000,18700000
847,chr3,18700000,18800000
848,chr3,18800000,18900000
849,chr3,18900000,19000000
850,chr3,19000000,19100000
851,chr3,19100000,19200000
852,chr3,19200000,19300000
853,chr3,19300000,19400000
854,chr3,19400000,19500000
855,chr3,19500000,19600000
856,chr3,19600000,19700000
857,chr3,19700000,19800000
858,chr3,19800000,19900000
859,chr3,19900000,20000000
860,chr3,20000000,20100000
861,chr3,20100000,20200000
862,chr3,20200000,20300000
863,chr3,20300000,20400000
864,chr3,20400000,20500000
865,chr3,20500000,20600000
866,chr3,20600000,20700000
867,chr3,20700000,20800000
868,chr3,20800000,20900000
869,chr3,20900000,21000000
870,chr3,21000000,21100000
871,chr3,21100000,21200000
872,chr3,21200000,21300000
873,chr3,21300000,21400000
874,chr3,21400000,21500000
875,chr3,21500000,21600000
876,chr3,21600000,21700000
877,chr3,21700000,21800000
878,chr3,21800000,21900000
879,chr3,21900000,22000000
880,chr3,22000000,22100000
881,chr3,22100000,22200000
882,chr3,22200000,22300000
883,chr3,22300000,22400000
884,chr3,22400000,22500000
885,chr3,22500000,22600000
886,chr3,22600000,22700000
887,chr3,22700000,22800000
888,chr3,22800000,22900000
889,chr3,22900000,23000000
890,chr3,23000000,23100000
891,chr3,23100000,23200000
892,chr3,23200000,23300000
893,chr3,23300000,23400000
894,chr3,23400000,23500000
895,chr3,23500000,23600000
896,chr3,23600000,23700000
897,chr3,23700000,23800000
898,chr3,23800000,23900000
899,chr3,23900000,24000000
900,chr3,24000000,24100000
901,chr3,24100000,24200000
902,chr3,24200000,24300000
903,chr3,24300000,24400000
904,chr3,24400000,24500000
905,chr3,24500000,24600000
906,chr3,24600000,24700000
907,chr3,24700000,24800000
908,chr3,24800000,24900000
909,chr3,24900000,25000000
910,chr3,25000000,25100000
911,chr3,25100000,25200000
912,chr3,25200000,25300000
913,chr3,25300000,25400000
914,chr3,25400000,25500000
915,chr3,25500000,25600000
916,chr3,25600000,25700000
917,chr3,25700000,25800000
918,chr3,25800000,25900000
919,chr3,25900000,26000000
920,chr3,26000000,26100000
921,chr3,26100000,26200000
922,chr3,26200000,26300000
923,chr3,26300000,26400000
924,chr3,26400000,26500000
925,chr3,26500000,26600000
926,chr3,26600000,26700000
927,chr3,26700000,26800000
928,chr3,26800000,26900000
929,chr3,26900000,27000000
930,chr3,27000000,27100000
931,chr3,27100000,27200000
932,chr3,27200000,27300000
933,chr3,27300000,27400000
934,chr3,27400000,27500000
935,chr3,27500000,27600000
936,chr3,27600000,27700000
937,chr3,27700000,27800000
938,chr3,27800000,27900000
939,chr3,27900000,28000000
940,chr3,28000000,28100000
941,chr3,28100000,28200000
942,chr3,28200000,28300000
943,chr3,28300000,28400000
944,chr3,28400000,28500000
945,chr3,28500000,28600000
946,chr3,28600000,28700000
947,chr3,28700000,28800000
948,chr3,28800000,28900000
949,chr3,28900000,29000000
950,chr3,29000000,29100000
951,chr3,29100000,29200000
952,chr3,29200000,29300000
953,chr3,29300000,29400000
954,chr3,29400000,29500000
955,chr3,29500000,29600000
956,chr3,29600000,29700000
957,chr3,29700000,29800000
958,chr3,29800000,29900000
959,chr3,29900000,30000000
960,chr3,30000000,30100000
961,chr3,30100000,30200000
962,chr3,30200000,30300000
963,chr3,30300000,30400000
964,chr3,30400000,30500000
965,chr3,30500000,30600000
966,chr3,30600000,30700000
967,chr3,30700000,30800000
968,chr3,30800000,30900000
969,chr3,30900000,31000000
970,chr3,31000000,31100000
971,chr3,31100000,31200000
972,chr3,31200000,31300000
973,chr3,31300000,31400000
974,chr3,31400000,31500000
975,chr3,31500000,31600000
976,chr3,31600000,31700000
977,chr3,31700000,31800000
978,chr3,31800000,31900000
979,chr3,31900000,32000000
980,chr3,32000000,32100000
981,chr3,32100000,32200000
982,chr3,32200000,32300000
983,chr3,32300000,32400000
984,chr3,32400000,32500000
985,chr4,0,100000
986,chr4,100000,200000
987,chr4,200000,300000
988,chr4,300000,400000
989,chr4,400000,500000
990,chr4,500000,600000
991,chr4,600000,700000
992,chr4,700000,800000
993,chr4,800000,900000
994,chr4,900000,1000000
995,chr4,1000000,1100000
996,chr4,1100000,1200000
997,chr4,1200000,1300000
998,chr4,1300000,1400000
999,chr4,1400000,1500000
1000,chr4,1500000,1600000
1001,chr4,1600000,1700000
1002,chr4,1700000,1800000
1003,chr4,1800000,1900000
